Day,Age,"Ad set name","Ad name","Campaign name","Delivery status","Delivery level","Account name","Account ID",Reach,Impressions,"Attribution setting",Frequency,"Result Type",Results,"Amount spent (USD)","Cost per result","Link clicks",Purchases,"Mobile app purchases","Website purchases","Cost per purchase","App Installs","Mobile app installs","Desktop app installs","Cost per App Install",ThruPlays,"Landing page views","New messaging connections","Cost per new messaging connection","Messaging conversations started","CPM (cost per 1,000 impressions)","Campaign delivery","Post reactions","Post engagement","Post shares","Cost per Page engagement","Cost per landing page view","Reporting starts","Reporting ends","Campaign name","Clicks (all)","CPC (cost per link click)","Result rate","100% VTR","50% VTR","25% VTR","75% VTR","CTR (link click-through rate)"
2023-05-09,25-34,"Custom Audience: Jan_W1_2022_FullBasePredictiveRoamers.txt, Single App 60D User","Hajj (Dynamic) - traffic","2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,12,14,"7-day click or 1-day view",1.1666666666667,,,0.01,,,,,,,,,,,3,,,,,0.71428571,active,,10,,0.001,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",0,,,0.21428571,0.71428571,0.71428571,0.28571429,
2023-05-09,45-54,"Custom Audience: Jan_W1_2022_FullBasePredictiveRoamers.txt, Single App 60D User","Hajj (Dynamic) - traffic","2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,3,3,"7-day click or 1-day view",1,,,0,,,,,,,,,,,,,,,,0,active,,1,,0,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",0,,,,0.33333333,0.33333333,0.33333333,
2023-05-09,55-64,"BI Base: Kushtia - 51-100.txt",148TK+196TK_Non-BEP_Conversion,"2304124904_P01|4800019327|Single App||_Conversions (App)_$64.00_CPR- $0.02_3,200_My Robi Single App_Phase2_3mn for May'23_Conversions (App) 20_51-100.txt_Non-BEP_May 1-May 31_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,2,3,"7-day click or 1-day view",1.5,,,0,,,,,,,,,,,,,,,,0,active,,2,,0,,2023-05-09,2023-05-09,"2304124904_P01|4800019327|Single App||_Conversions (App)_$64.00_CPR- $0.02_3,200_My Robi Single App_Phase2_3mn for May'23_Conversions (App) 20_51-100.txt_Non-BEP_May 1-May 31_All FB",0,,,,0.66666667,0.66666667,,
2023-05-09,55-64,"Custom Audience: Jan_W1_2022_FullBasePredictiveRoamers.txt, Single App 60D User","Hajj (Dynamic) - traffic","2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,1,2,"7-day click or 1-day view",2,,,0,,,,,,,,,,,1,,,,,0,active,,2,,0,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",0,,,0.5,1,1,0.5,
2023-05-09,35-44,"BI Base: Kushtia - 51-100.txt",148TK+196TK_Non-BEP_Conversion,"2304124904_P01|4800019327|Single App||_Conversions (App)_$64.00_CPR- $0.02_3,200_My Robi Single App_Phase2_3mn for May'23_Conversions (App) 20_51-100.txt_Non-BEP_May 1-May 31_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,10,25,"7-day click or 1-day view",2.5,"Mobile app purchases",1,0.01,,,1,1,,0.01,,,,,1,,,,,0.4,active,,10,,0.001,,2023-05-09,2023-05-09,"2304124904_P01|4800019327|Single App||_Conversions (App)_$64.00_CPR- $0.02_3,200_My Robi Single App_Phase2_3mn for May'23_Conversions (App) 20_51-100.txt_Non-BEP_May 1-May 31_All FB",0,,4,0.04,0.32,0.32,0.04,
2023-05-09,65+,"BI Base: CTG & Mymensingh  - 100-200.txt",299TK+397TK_Non-BEP_Conversion,"2304124904_P01|4800019327|Single App||_Conversions (App)_$64.00_CPR- $0.02_3,200_My Robi Single App_Phase2_3mn for May'23_Conversions (App) 21_100-200.txt_Non-BEP_May 1-May 31_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,9,16,"7-day click or 1-day view",1.7777777777778,"Mobile app purchases",1,0.01,,,1,1,,0.01,,,,,,,,,,0.625,active,,3,,0.00333333,,2023-05-09,2023-05-09,"2304124904_P01|4800019327|Single App||_Conversions (App)_$64.00_CPR- $0.02_3,200_My Robi Single App_Phase2_3mn for May'23_Conversions (App) 21_100-200.txt_Non-BEP_May 1-May 31_All FB",0,,6.25,,0.125,0.125,,
2023-05-09,25-34,"Custom Audience: Business Executives filtered by Single App User","Hajj Static 2 - traffic","2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,65,81,"7-day click or 1-day view",1.2461538461538,,,0,,,,,,,,,,,,,,,,0,active,,,,,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",0,,,0,0,0,0,
2023-05-09,65+,"Custom Audience: Business Executives filtered by Single App User","Hajj Static 2 - traffic","2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,13,16,"7-day click or 1-day view",1.2307692307692,,,0,,,,,,,,,,,,,,,,0,active,,,,,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",0,,,0,0,0,0,
2023-05-09,35-44,"Custom Audience: Business Executives filtered by Single App User","Hajj Static 2 - traffic","2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,14,15,"7-day click or 1-day view",1.0714285714286,,,0,,,,,,,,,,,,,,,,0,active,,,,,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",0,,,0,0,0,0,
2023-05-09,45-54,"Custom Audience: Business Executives filtered by Single App User","Hajj Static 2 - traffic","2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,7,7,"7-day click or 1-day view",1,,,0,,,,,,,,,,,,,,,,0,active,,,,,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",0,,,0,0,0,0,
2023-05-09,18-24,"Custom Audience: Business Executives filtered by Single App User","Hajj Static 2 - traffic","2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,1,1,"7-day click or 1-day view",1,,,0,,,,,,,,,,,,,,,,0,active,,,,,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",0,,,0,0,0,0,
2023-05-09,35-44,"Custom Audience: Business Executives filtered by Single App User","Hajj Static 3 - traffic","2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,5,5,"7-day click or 1-day view",1,,,0,,,,,,,,,,,,,,,,0,active,,,,,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",0,,,0,0,0,0,
2023-05-09,65+,"Custom Audience: Business Executives filtered by Single App User","Hajj Static 3 - traffic","2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,1,2,"7-day click or 1-day view",2,,,0,,,,,,,,,,,,,,,,0,active,,,,,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",0,,,0,0,0,0,
2023-05-09,45-54,"Custom Audience: Business Executives filtered by Single App User","Hajj Static 3 - traffic","2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,0,0,"7-day click or 1-day view",0,,,0,,,,,,,,,,,,,,,,,active,,,,,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",0,,,,,,,
2023-05-09,25-34,"Custom Audience: Business Executives filtered by Single App User","Hajj Static 1 - traffic","2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,9,11,"7-day click or 1-day view",1.2222222222222,,,0,,,,,,,,,,,,,,,,0,active,,,,,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",0,,,0,0,0,0,
2023-05-09,45-54,"Custom Audience: Business Executives filtered by Single App User","Hajj Static 1 - traffic","2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,2,4,"7-day click or 1-day view",2,,,0,,,,,,,,,,,,,,,,0,active,,,,,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",0,,,0,0,0,0,
2023-05-09,55-64,"Custom Audience: Business Executives filtered by Single App User","Hajj Static 1 - traffic","2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,1,1,"7-day click or 1-day view",1,,,0,,,,,,,,,,,,,,,,0,active,,,,,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",0,,,0,0,0,0,
2023-05-09,35-44,"Custom Audience: Business Executives filtered by Single App User","Hajj Static 1 - traffic","2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,1,1,"7-day click or 1-day view",1,,,0,,,,,,,,,,,,,,,,0,active,,,,,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",0,,,0,0,0,0,
2023-05-09,25-34,"Custom Audience: Import & Export filtered by Single App User","Hajj Static 1 - traffic","2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,14,15,"7-day click or 1-day view",1.0714285714286,,,0,,,1,1,,0,,,,,,,,,,0,active,,,,,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",0,,,0,0,0,0,
2023-05-09,55-64,"Custom Audience: People who visited Roaming app or web page","Hajj Static 2 - App Conversion","2304124574_P01|4800019308|||_Conversions (App)_$88.00_CPR- $2.5_35_CLM_INTERNATIONAL ROAMING _AlwaysOn_Conversion App_Apr 16-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,4,6,"7-day click or 1-day view",1.5,,,0,,,,,,,,,,,,,,,,0,active,,,,,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Conversions (App)_$88.00_CPR- $2.5_35_CLM_INTERNATIONAL ROAMING _AlwaysOn_Conversion App_Apr 16-Jun 30_All FB",0,,,0,0,0,0,
2023-05-09,65+,"Custom Audience: People who visited Roaming app or web page","Hajj Static 2 - App Conversion","2304124574_P01|4800019308|||_Conversions (App)_$88.00_CPR- $2.5_35_CLM_INTERNATIONAL ROAMING _AlwaysOn_Conversion App_Apr 16-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,8,14,"7-day click or 1-day view",1.75,"Mobile app purchases",2,0,,,2,2,,0,1,1,,0,,,,,,0,active,,,,,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Conversions (App)_$88.00_CPR- $2.5_35_CLM_INTERNATIONAL ROAMING _AlwaysOn_Conversion App_Apr 16-Jun 30_All FB",0,,14.285714285714,0,0,0,0,
2023-05-09,65+,"Custom Audience: Import & Export filtered by Single App User","Hajj Static 1 - traffic","2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,1,3,"7-day click or 1-day view",3,,,0,,,,,,,,,,,,,,,,0,active,,,,,,2023-05-09,2023-05-09,"2304124574_P01|4800019308|||_Traffic (App Engagement)_$581.00_CPR- $0.03_19,367_CLM_INTERNATIONAL ROAMING _AlwaysOn_App Engagement_Apr 16-Jun 30_All FB",0,,,0,0,0,0,
2023-05-09,45-54,"Custom Audience: Lookalike 2% Robi Goongoon Base","Goongoon generic always on - Reach","2304124575_P03|4800019304|||Reach|_$5,830.00_CPR- $0.15_3,238,889_freq 12_VAS_Goongoon_2Mn-April'23_Reach_Apr 13-Jun 30_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,997,997,"7-day click or 1-day view",1,Reach,997,0.08,0.080240722166499,,,,,,,,,,,,,,,0.08024072,active,,3,,0.02666667,,2023-05-09,2023-05-09,"2304124575_P03|4800019304|||Reach|_$5,830.00_CPR- $0.15_3,238,889_freq 12_VAS_Goongoon_2Mn-April'23_Reach_Apr 13-Jun 30_All FB",5,,100,0,0,0,0,
2023-05-09,25-34,"Actionable Insights: Cluster  Minus 180 days active  Minus BI Bases Minus Brand Audience","My Family 499_MAU_Install","2304124904_P01|4800019327|Single App||_App Installs_$2,150.00_CPR- $0.1_21,500_My Robi Single App_Phase2_3mn for May'23_Install 1_Cluster Excluding 180 days active_MAU_May 1-May 31_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,795,812,"1-day click or 1-day view",1.0213836477987,"Mobile app installs",3,0.06,,,,,,,3,3,,0.02,16,,,,,0.07389163,active,,35,,0.00171429,,2023-05-09,2023-05-09,"2304124904_P01|4800019327|Single App||_App Installs_$2,150.00_CPR- $0.1_21,500_My Robi Single App_Phase2_3mn for May'23_Install 1_Cluster Excluding 180 days active_MAU_May 1-May 31_All FB",0,,0.36945812807882,0.02093596,0.03571429,0.04310345,0.02339901,
2023-05-09,45-54,"Actionable Insights: Cluster  Minus 180 days active  Minus BI Bases Minus Brand Audience","My Family 499_MAU_Install","2304124904_P01|4800019327|Single App||_App Installs_$2,150.00_CPR- $0.1_21,500_My Robi Single App_Phase2_3mn for May'23_Install 1_Cluster Excluding 180 days active_MAU_May 1-May 31_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,48,49,"1-day click or 1-day view",1.0208333333333,,,0,,,,,,,,,,,4,,,,,0,active,,6,,0,,2023-05-09,2023-05-09,"2304124904_P01|4800019327|Single App||_App Installs_$2,150.00_CPR- $0.1_21,500_My Robi Single App_Phase2_3mn for May'23_Install 1_Cluster Excluding 180 days active_MAU_May 1-May 31_All FB",0,,,0.08163265,0.12244898,0.14285714,0.08163265,
2023-05-09,65+,"Actionable Insights: Cluster  Minus 180 days active  Minus BI Bases Minus Brand Audience","My Family 499_MAU_Install","2304124904_P01|4800019327|Single App||_App Installs_$2,150.00_CPR- $0.1_21,500_My Robi Single App_Phase2_3mn for May'23_Install 1_Cluster Excluding 180 days active_MAU_May 1-May 31_All FB",active,ad,"Robi Axiata - HP - BD - USD",3489291037788310,16,16,"1-day click or 1-day view",1,,,0,,,,,,,,,,,1,,,,,0,active,,1,,0,,2023-05-09,2023-05-09,"2304124904_P01|4800019327|Single App||_App Installs_$2,150.00_CPR- $0.1_21,500_My Robi Single App_Phase2_3mn for May'23_Install 1_Cluster Excluding 180 days active_MAU_May 1-May 31_All FB",0,,,0.0625,0.0625,0.0625,0.0625,
